Région;Dernier jour du mois;﻿Code région;Masse salariale (brute);Glissement annuel - Masse salariale;Assiette chômage partiel;Part de l'assiette chômage partiel
Corse;2018-05-31;94;181164476;4.6123113349;133945;0.0738809523
Corse;2018-09-30;94;192894807;5.2393428862;45207;0.0234305985
Corse;2018-11-30;94;172485592;3.1391574616;165203;0.0956862087
Corse;2019-02-28;94;157962970;4.1664641649;88977;0.056296048
Corse;2019-07-31;94;207212228;3.8870463897;39268;0.0189470285
Corse;2019-08-31;94;203515551;3.8331313878;21258;0.0104443025
Corse;2019-09-30;94;199593759;3.472852434;31746;0.0159027776
Corse;2019-11-30;94;180760667;4.7975456408;185850;0.1027099074
Corse;2019-12-31;94;201454526;5.1537083531;97766;0.0485065186
Corse;2020-01-31;94;166912348;5.2188555765;200971;0.1202603127
Corse;2020-11-30;94;163816614;-9.373749987;14648033;8.2078065579
Corse;2021-04-30;94;160292962;57.696658409;;
Corse;2021-11-30;94;198376220;21.096520772;;
Corse;2021-12-31;94;215550951;12.979951182;;
Corse;2022-03-31;94;189232803;17.031015419;479040;0.2525092753
Corse;2022-05-31;94;216516227;22.504112449;197495;0.0911317466
Corse;2023-01-31;94;191525123;6.6395497726;297045;0.1548543649
Corse;2023-04-30;94;212334312;7.1001952293;69115;0.0325394938
Corse;2023-06-30;94;248749541;5.6232400906;114368;0.045956041
Corse;2023-08-31;94;244116597;4.0743186772;75994;0.0311205183
Corse;2023-09-30;94;236805451;3.3893907777;101131;0.0426881343
Corse;2023-10-31;94;225571188;4.1301015881;139237;0.0616883336
Corse;2023-11-30;94;217527230;3.6081920663;188692;0.0866689024
Corse;2023-12-31;94;235723347;4.4567414381;100044;0.0424232726
Corse;2024-01-31;94;197740771;3.245343432;187976;0.0949715505
Corse;2024-03-31;94;205253470;1.9669258865;230641;0.1122427417
Corse;2024-07-31;94;254972306;2.0020676105;205169;0.0804024728
Corse;2024-09-30;94;242464890;2.3899107795;201704;0.0831198051
Corse;2024-10-31;94;230345658;2.1166134037;274034;0.1188250655
Corse;2025-02-28;94;199573447;1.0323938117;222048;0.111137641
Corse;2025-03-31;94;207395269;1.0434897885;192425;0.0926957645
Corse;2025-09-30;94;247147896;1.931416132;74402;0.0300951818
Corse;2025-10-31;94;232940976;1.1267058483;58558;0.0251322391
Guadeloupe;2018-10-31;01;169223128;5.1609200484;19651;0.0116111305
Guadeloupe;2019-02-28;01;174258503;4.146406099;12273;0.0070424889
Guadeloupe;2019-05-31;01;181686812;4.4519016366;104881;0.0576929552
Guadeloupe;2020-01-31;01;185153239;6.1267296405;9938;0.0053671579
Guadeloupe;2020-03-31;01;160358842;-9.484739116;11595391;6.7433007014
Guadeloupe;2021-03-31;01;182507372;13.811854541;;
Guadeloupe;2021-07-31;01;191803961;10.156060117;;
Guadeloupe;2021-10-31;01;185335962;6.0770887252;;
Guadeloupe;2022-01-31;01;191196578;2.7248346783;1561315;0.8099875838
Guadeloupe;2022-02-28;01;192725347;5.4745133426;1111748;0.5735475968
Guadeloupe;2022-04-30;01;201301693;10.338010169;270315;0.1341034416
Guadeloupe;2022-12-31;01;268529260;9.4760366964;108049;0.0402211444
Guadeloupe;2023-02-28;01;210823613;9.3907035487;96508;0.0457557105
Guadeloupe;2023-03-31;01;211547001;7.4090606938;171082;0.0808065129
Guadeloupe;2023-06-30;01;227515031;8.3569694675;112425;0.0493899119
Guadeloupe;2023-09-30;01;215046101;4.9172009954;59688;0.0277482072
Guadeloupe;2023-10-31;01;210776323;3.5022333336;97037;0.0460167183
Guadeloupe;2023-12-31;01;279571320;4.1120509549;96119;0.034369035
Guadeloupe;2024-07-31;01;225657872;2.8063168175;151362;0.0670309169
Guadeloupe;2024-09-30;01;222175870;3.315460716;141570;0.0636792147
Guadeloupe;2024-10-31;01;219089690;3.9441654934;107751;0.049157052
Guadeloupe;2024-11-30;01;230089327;2.634499573;99093;0.0430486468
Guadeloupe;2025-04-30;01;230091776;3.2908027866;118332;0.0514017395
Guadeloupe;2025-06-30;01;238045223;1.9478162489;167080;0.0701391145
Guadeloupe;2025-07-31;01;229028459;1.4936713575;123717;0.0539890138
Guadeloupe;2025-10-31;01;221964258;1.3120507861;46124;0.020775605
Martinique;2018-01-31;02;169709683;2.8120178368;149307;0.087900558
Martinique;2018-05-31;02;174738389;2.7958983152;156451;0.0894543258
Martinique;2019-03-31;02;179213035;2.702489937;6317;0.003524731
Martinique;2019-10-31;02;178299039;4.3615111361;53130;0.029789377
Martinique;2020-02-28;02;182075364;3.6966236117;143086;0.0785244304
Martinique;2020-03-31;02;163183052;-8.94465238;11282246;6.4667565008
Martinique;2020-04-30;02;127931471;-29.47168132;32095171;20.056142277
Martinique;2020-06-30;02;171681484;-8.71411328;10491467;5.7590695778
Martinique;2020-08-31;02;174628923;-2.875562918;3310560;1.8604977064
Martinique;2021-04-30;02;181443017;41.82828946;;
Martinique;2021-08-31;02;177895854;1.8707846008;;
Martinique;2021-11-30;02;195046762;8.1820463231;;
Martinique;2021-12-31;02;245229521;5.1990873559;;
Martinique;2022-04-30;02;202850508;11.79846508;265792;0.1308570509
Martinique;2022-06-30;02;209999125;6.5812603784;146034;0.0694919648
Martinique;2022-07-31;02;203320903;7.4468552231;120217;0.0590917903
Martinique;2022-08-31;02;202114138;13.613742791;137765;0.0681155519
Martinique;2022-09-30;02;204068330;14.592343345;157107;0.0769282232
Martinique;2022-11-30;02;214048718;9.7422565774;130064;0.0607268371
Martinique;2023-01-31;02;210217087;10.449388864;93964;0.0446785842
Martinique;2023-02-28;02;208095628;9.5601188324;74832;0.0359474634
Martinique;2023-03-31;02;216296703;9.0691272512;105451;0.0487291822
Martinique;2023-06-30;02;225326380;7.2987232685;131021;0.0581134172
Martinique;2023-09-30;02;213388100;4.5669849898;141789;0.0664024136
Martinique;2023-10-31;02;211759590;5.4242746314;175914;0.0830035538
Martinique;2024-02-28;02;217334431;4.4396910636;158290;0.0727794472
Martinique;2024-05-31;02;226655671;4.5123966907;129407;0.0570615144
Martinique;2024-09-30;02;218953261;2.6079996963;156838;0.0715795396
Martinique;2024-12-31;02;284722999;2.0538628966;277916;0.0975140729
Martinique;2025-06-30;02;235190290;2.1033024276;164135;0.0697395003
Martinique;2025-09-30;02;222233244;1.4980288419;94275;0.0424036576
Martinique;2025-11-30;02;231806337;0.7826603086;376266;0.1620560693
Martinique;2025-12-31;02;288825918;1.4410212784;79715;0.0275920546
Guyane;2018-02-28;03;77087989;5.9093926936;26868;0.0348415351
Guyane;2018-03-31;03;81630005;10.589646946;34279;0.0419755104
Guyane;2018-04-30;03;80651076;21.361253322;41807;0.0518100215
Guyane;2018-07-31;03;80378475;5.0870400773;22071;0.0274513061
Guyane;2018-08-31;03;80030411;5.767603482;28058;0.0350468855
Guyane;2018-11-30;03;86273507;3.6271872862;3518;0.0040775629
Guyane;2018-12-31;03;105063011;2.9257909171;6317;0.0060122208
Guyane;2019-05-31;03;85689154;3.1461499317;11751;0.0137116405
Guyane;2019-06-30;03;89632786;4.1438252282;6685;0.0074576522
Guyane;2019-09-30;03;85930279;5.6286877882;;
Guyane;2019-11-30;03;90107468;4.4439609949;2638;0.0029275296
Guyane;2020-02-28;03;86363073;7.6306908638;11125;0.0128800038
Guyane;2020-05-31;03;73420618;-14.31748994;7677348;9.4667577729
Guyane;2020-07-31;03;79284979;-6.967336908;4439525;5.3025396245
Guyane;2020-08-31;03;82419889;-2.359571444;2822348;3.3109736433
Guyane;2020-10-31;03;86982480;1.6321389751;1171906;1.329379119
Guyane;2020-11-30;03;92323520;2.4593433255;864530;0.9277262482
Guyane;2021-02-28;03;87151945;0.9134366953;;
Guyane;2021-07-31;03;91836128;15.830424827;;
Guyane;2021-11-30;03;98936351;7.1626720905;;
Guyane;2022-04-30;03;97264450;0.1286778916;127874;0.1312978218
Guyane;2022-10-31;03;100176044;8.8038616404;57040;0.0569073581
Guyane;2022-12-31;03;126079466;6.3521718626;32849;0.0260474165
Guyane;2023-01-31;03;102440037;8.8609242897;22848;0.0222988061
Guyane;2023-04-30;03;105820442;8.7966281617;123218;0.1163052135
Guyane;2023-09-30;03;107731109;6.702251744;118146;0.1095473492
Guyane;2023-12-31;03;133610541;5.9732764097;56823;0.0425107508
Guyane;2024-03-31;03;110323180;4.7109594799;54133;0.0490435929
Guyane;2024-08-31;03;109699029;2.7968188367;41052;0.0374083923
Guyane;2024-09-30;03;112832884;4.7356562532;28252;0.025032532
Guyane;2025-11-30;03;123111124;5.068617092;14898;0.012099798
Guyane;2025-12-31;03;142854440;2.3722030263;21679;0.0151732845
La Réunion;2018-02-28;04;333475337;2.8559970152;466664;0.139744027
La Réunion;2018-07-31;04;341434808;2.9023974544;445194;0.1302193745
La Réunion;2018-08-31;04;341447151;3.8582169751;401004;0.1173047138
La Réunion;2018-10-31;04;342830108;2.8529234289;219358;0.063943548
La Réunion;2019-03-31;04;351910924;3.2056510153;254677;0.0723173982
La Réunion;2019-11-30;04;378949160;8.8496588876;51673;0.013634007
La Réunion;2019-12-31;04;462098837;7.8705199975;41438;0.0089665416
La Réunion;2020-06-30;04;345155378;-4.924098549;15285721;4.240837419
La Réunion;2020-10-31;04;365675084;1.957459535;3948081;1.0681367874
La Réunion;2020-12-31;04;465320555;0.697192406;3572092;0.7618144628
La Réunion;2021-08-31;04;379679102;6.5790749356;;
La Réunion;2021-12-31;04;498006088;7.0243045678;;
La Réunion;2022-05-31;04;418842395;12.101869312;387863;0.0925178926
La Réunion;2022-09-30;04;428626448;9.8828319828;234518;0.0546839229
La Réunion;2022-10-31;04;427412823;8.6236211456;220027;0.0514523148
La Réunion;2022-11-30;04;451956742;8.0181267654;176733;0.0390886784
La Réunion;2023-03-31;04;445706195;8.1551399443;183302;0.0411092886
La Réunion;2023-06-30;04;462624252;6.692892339;212391;0.0458889769
La Réunion;2023-09-30;04;450340732;5.0660158983;71503;0.0158750128
La Réunion;2023-10-31;04;450573016;5.4186940011;111166;0.0246660532
La Réunion;2023-11-30;04;476451366;5.4196832846;108417;0.0227499264
La Réunion;2024-02-28;04;452682649;4.7776415413;295085;0.0651433785
La Réunion;2024-05-31;04;464795788;3.2453838994;152034;0.0326991531
La Réunion;2024-07-31;04;461644815;2.4891020659;407109;0.0881089286
La Réunion;2024-10-31;04;458676931;1.7985797445;96008;0.020927128
La Réunion;2024-11-30;04;485213002;1.8389360647;206976;0.0426385418
La Réunion;2025-02-28;04;458562584;1.2989088521;115045;0.025081886
La Réunion;2025-11-30;04;496626655;2.3522974349;259084;0.0521415649
Île-de-France;2018-04-30;11;15846884936;4.5509735208;25934496;0.1633893469
Île-de-France;2018-05-31;11;15228207052;3.4044650238;25216990;0.1653201926
Île-de-France;2018-11-30;11;16209567584;4.5508825278;22926550;0.1412386156
Île-de-France;2019-05-31;11;15729349479;3.2908826711;23404253;0.1485724553
Île-de-France;2019-07-31;11;15869679702;5.102193054;24300077;0.1528885612
Île-de-France;2019-09-30;11;15641678524;3.9334891468;21236883;0.1355870376
Île-de-France;2020-01-31;11;16154871939;4.4256298685;24944699;0.1541717039
Île-de-France;2020-02-28;11;16199804347;4.1956842229;23470158;0.1446696719
Île-de-France;2020-06-30;11;15398502632;-8.960868565;1130220415;6.8379173139
Île-de-France;2021-03-31;11;18718201612;3.4701754323;;
Île-de-France;2021-05-31;11;15441606331;20.74215419;;
Île-de-France;2021-06-30;11;17281485638;12.22835136;;
Île-de-France;2021-07-31;11;16188369145;9.3543690996;;
Île-de-France;2021-10-31;11;16274352429;8.2480104811;;
Île-de-France;2021-12-31;11;19586725859;9.5080093658;;
Île-de-France;2022-01-31;11;17330243551;11.331877965;131746273;0.7544745721
Île-de-France;2022-02-28;11;17443169312;12.184828392;109556114;0.6241544338
Île-de-France;2022-03-31;11;21537180510;15.060094749;97803220;0.4520605202
Île-de-France;2022-12-31;11;20769662439;6.0394809654;41436540;0.1991078897
Île-de-France;2023-04-30;11;19548926076;6.0087118564;21609233;0.110417179
Île-de-France;2023-08-31;11;17609290980;5.9298950691;21397891;0.1213672997
Île-de-France;2023-09-30;11;18376643964;4.8417467471;21330909;0.1159416139
Île-de-France;2024-01-31;11;19438661539;4.0408388734;26083442;0.1340035126
Île-de-France;2024-07-31;11;19077955116;3.1334742687;22251925;0.1165009623
Île-de-France;2024-09-30;11;18970561570;3.2319155073;24500752;0.1289848466
Île-de-France;2024-10-31;11;18872741641;3.3321736351;26458328;0.1399970795
Île-de-France;2025-03-31;11;24926228602;3.1542746207;25469427;0.1020749248
Île-de-France;2025-07-31;11;19503110661;2.2285173773;24892431;0.1274704376
Île-de-France;2025-12-31;11;22320738590;1.451116921;25364329;0.1135067224
Centre-Val de Loire;2018-02-28;24;1377797780;2.5784466789;3202664;0.2319089769
Centre-Val de Loire;2018-03-31;24;1466110658;2.5431407191;1618743;0.1102889265
Centre-Val de Loire;2018-07-31;24;1481457666;1.7894383478;979751;0.0660905471
Centre-Val de Loire;2018-09-30;24;1433887355;1.8503811823;962715;0.0670951635
Centre-Val de Loire;2018-11-30;24;1575442102;1.8979986535;1165181;0.0739043269
Centre-Val de Loire;2019-01-31;24;1427438737;1.0495241633;1749638;0.1224217906
Centre-Val de Loire;2019-06-30;24;1595221565;1.2757530078;1675021;0.1048922651
Centre-Val de Loire;2021-10-31;24;1519826927;5.4563584621;;
Centre-Val de Loire;2022-04-30;24;1605374380;9.6282459554;3692888;0.2295048861
Centre-Val de Loire;2022-05-31;24;1609064160;9.0454938819;3131817;0.1942578349
Centre-Val de Loire;2022-07-31;24;1644971643;5.2290342023;2387632;0.1449369325
Centre-Val de Loire;2022-09-30;24;1617685643;6.1657000388;2069988;0.1277963145
Centre-Val de Loire;2023-01-31;24;1637421198;6.8479427544;3026327;0.1844817926
Centre-Val de Loire;2023-02-28;24;1611455859;6.6921473032;1918543;0.1189149275
Centre-Val de Loire;2024-01-31;24;1698200271;3.7118777425;2304612;0.1355251621
Centre-Val de Loire;2024-03-31;24;1786073648;3.5646471456;1683932;0.0941924128
Centre-Val de Loire;2024-05-31;24;1754612038;3.1541158703;1165913;0.0664043537
Centre-Val de Loire;2024-09-30;24;1726625579;2.7596185473;1165552;0.0674590799
Bourgogne-Franche-Comté;2023-08-31;27;1684192306;4.1793758519;2121103;0.1257834391
Bourgogne-Franche-Comté;2025-03-31;27;1810802081;0.7077348619;3601318;0.1984849677
Bourgogne-Franche-Comté;2025-07-31;27;1850475520;1.3201125283;2575942;0.1390108183
Bourgogne-Franche-Comté;2025-10-31;27;1779187772;1.0914718157;3476688;0.1950276161
Normandie;2019-08-31;28;1891806888;2.9974115584;1304892;0.068928418
Normandie;2023-12-31;28;2567467939;3.7968786547;2108264;0.0820471484
Normandie;2024-04-30;28;2329310509;4.3910802142;2165581;0.0928845468
Normandie;2024-05-31;28;2321955504;3.3897359195;2152640;0.092622196
Normandie;2025-01-31;28;2282727194;2.3962335135;3182420;0.1392189779
Hauts-de-France;2018-01-31;32;3209878547;3.5926459203;4866932;0.1513940071
Hauts-de-France;2018-03-31;32;3287744909;2.5755708534;5675631;0.1723324104
Hauts-de-France;2018-09-30;32;3246630312;2.4839671429;3837975;0.1180745253
Hauts-de-France;2019-06-30;32;3659638094;1.7713391393;3742393;0.1021568197
Hauts-de-France;2019-08-31;32;3274212514;2.6713500917;2642203;0.0806322901
Hauts-de-France;2019-10-31;32;3314814612;2.3657374229;5881763;0.177124384
Hauts-de-France;2020-01-31;32;3347971266;3.3832876701;5593101;0.1667807857
Hauts-de-France;2020-03-31;32;3039299761;-9.813952594;185845231;5.7623837521
Hauts-de-France;2020-05-31;32;2761579105;-18.3298054;338256288;10.912072582
Hauts-de-France;2020-08-31;32;3226704573;-1.450973045;37858179;1.1596707393
Hauts-de-France;2021-05-31;32;3385695553;22.599984439;;
Hauts-de-France;2022-04-30;32;3679918021;10.499499933;9381910;0.2543005496
Hauts-de-France;2023-04-30;32;3881975048;5.4908023996;7013574;0.1803444207
Hauts-de-France;2023-11-30;32;4272434896;4.4809352415;9975238;0.232935139
Hauts-de-France;2024-03-31;32;4085933350;3.6315185097;8154050;0.1991664858
Hauts-de-France;2024-08-31;32;3885195609;2.8589394701;3586178;0.0922185455
Hauts-de-France;2024-10-31;32;3978400294;3.636763443;6425331;0.1612449729
Hauts-de-France;2025-02-28;32;3929808000;1.7444737766;7564088;0.192110063
Hauts-de-France;2025-10-31;32;4042794963;1.6186070843;6439646;0.15903366
Grand Est;2018-12-31;44;3752188752;1.5719020926;3687637;0.0981831301
Grand Est;2019-02-28;44;3060384454;2.2528387092;4843383;0.1580105381
Grand Est;2019-05-31;44;3213395527;2.3540826124;3669363;0.1140593406
Grand Est;2019-08-31;44;3110555349;2.0404044961;3455653;0.1109711237
Grand Est;2019-11-30;44;3592249067;2.0562116134;5031097;0.1398583588
Grand Est;2019-12-31;44;3811625453;1.5840541329;5648755;0.147978759
Grand Est;2020-01-31;44;3193180372;2.856831128;5598827;0.1750301178
Grand Est;2020-02-28;44;3130715430;2.2981091774;6539968;0.208461447
Grand Est;2020-03-31;44;2867069850;-10.9931005;195766267;6.3916664007
Grand Est;2020-07-31;44;3131131413;-4.147571376;75418038;2.3519998413
Grand Est;2021-03-31;44;3200099707;11.615686901;;
Grand Est;2021-05-31;44;3154926182;23.274590614;;
Grand Est;2021-06-30;44;3596424318;11.172163827;;
Grand Est;2021-08-31;44;3205536333;4.7690583194;;
Grand Est;2021-11-30;44;3746503404;9.9003975494;;
Grand Est;2021-12-31;44;3948255965;7.6097502356;;
Grand Est;2022-02-28;44;3293202214;8.8675381662;15244284;0.460768642
Grand Est;2022-08-31;44;3401900577;6.1257843806;4922929;0.1445020263
Grand Est;2023-07-31;44;3706414821;4.8313772939;4876470;0.1313955068
Grand Est;2024-03-31;44;3831594500;2.6914668323;5649641;0.1472317317
Grand Est;2024-05-31;44;3758694043;2.2153128008;5025421;0.1335227306
Grand Est;2024-11-30;44;4207869040;2.4397096499;7529689;0.1786234111
Grand Est;2025-02-28;44;3660190803;0.9371731767;8326676;0.2269765933
Grand Est;2025-04-30;44;3846249058;1.6717475119;4481263;0.1163743661
Grand Est;2025-07-31;44;3850221911;1.3947176445;3978359;0.1032213876
Grand Est;2025-11-30;44;4257025386;1.1682004723;5315029;0.124697431
Pays de la Loire;2018-04-30;52;2433308312;4.7578321578;1203695;0.0494429683
Pays de la Loire;2018-11-30;52;2626372267;3.9344939223;911941;0.0347104054
Pays de la Loire;2019-01-31;52;2434676694;3.2970111015;1066065;0.0437675529
Pays de la Loire;2019-03-31;52;2533681054;3.9284796371;1884295;0.0743145903
Pays de la Loire;2019-07-31;52;2626160263;4.3477188139;1046879;0.0398476003
Pays de la Loire;2019-09-30;52;2510469094;3.7758000594;792243;0.0315476127
Pays de la Loire;2019-11-30;52;2731039564;3.9852422414;1273240;0.0465993498
Pays de la Loire;2020-08-31;52;2463003115;-0.236302514;26223998;1.0534996129
Pays de la Loire;2020-11-30;52;2629515919;-3.717399277;97623659;3.5797089297
Pays de la Loire;2021-02-28;52;2447525395;-2.074836834;;
