Région;Ancienne région;Nature de procédure;Année;Trimestre;Dernier jour du trimestre;﻿Code région;Code ancienne région;Nombre de procédures (brut)
Guadeloupe;Guadeloupe;Redressement judiciaire;2005;3;2005-09-30;01;01;14
Guadeloupe;Guadeloupe;Redressement judiciaire;2006;2;2006-06-30;01;01;24
Guadeloupe;Guadeloupe;Redressement judiciaire;2006;4;2006-12-31;01;01;13
Guadeloupe;Guadeloupe;Redressement judiciaire;2007;3;2007-09-30;01;01;30
Guadeloupe;Guadeloupe;Redressement judiciaire;2009;1;2009-03-31;01;01;16
Guadeloupe;Guadeloupe;Redressement judiciaire;2009;2;2009-06-30;01;01;36
Guadeloupe;Guadeloupe;Redressement judiciaire;2009;3;2009-09-30;01;01;23
Guadeloupe;Guadeloupe;Redressement judiciaire;2010;2;2010-06-30;01;01;23
Guadeloupe;Guadeloupe;Redressement judiciaire;2010;3;2010-09-30;01;01;14
Guadeloupe;Guadeloupe;Redressement judiciaire;2012;1;2012-03-31;01;01;51
Guadeloupe;Guadeloupe;Redressement judiciaire;2012;3;2012-09-30;01;01;37
Guadeloupe;Guadeloupe;Redressement judiciaire;2012;4;2012-12-31;01;01;20
Guadeloupe;Guadeloupe;Redressement judiciaire;2015;4;2015-12-31;01;01;22
Guadeloupe;Guadeloupe;Redressement judiciaire;2016;3;2016-09-30;01;01;14
Guadeloupe;Guadeloupe;Redressement judiciaire;2017;2;2017-06-30;01;01;31
Guadeloupe;Guadeloupe;Redressement judiciaire;2017;4;2017-12-31;01;01;41
Guadeloupe;Guadeloupe;Redressement judiciaire;2018;4;2018-12-31;01;01;31
Guadeloupe;Guadeloupe;Redressement judiciaire;2019;3;2019-09-30;01;01;26
Guadeloupe;Guadeloupe;Redressement judiciaire;2021;1;2021-03-31;01;01;7
Guadeloupe;Guadeloupe;Redressement judiciaire;2021;2;2021-06-30;01;01;7
Guadeloupe;Guadeloupe;Redressement judiciaire;2023;1;2023-03-31;01;01;12
Guadeloupe;Guadeloupe;Redressement judiciaire;2023;2;2023-06-30;01;01;18
Guadeloupe;Guadeloupe;Redressement judiciaire;2023;4;2023-12-31;01;01;14
Guadeloupe;Guadeloupe;Redressement judiciaire;2024;1;2024-03-31;01;01;13
Guadeloupe;Guadeloupe;Redressement judiciaire;2025;2;2025-06-30;01;01;30
Guadeloupe;Guadeloupe;Redressement judiciaire;2026;1;2026-03-31;01;01;25
Guadeloupe;Guadeloupe;Liquidation judiciaire;2004;3;2004-09-30;01;01;30
Guadeloupe;Guadeloupe;Liquidation judiciaire;2005;3;2005-09-30;01;01;31
Guadeloupe;Guadeloupe;Liquidation judiciaire;2006;2;2006-06-30;01;01;32
Guadeloupe;Guadeloupe;Liquidation judiciaire;2008;1;2008-03-31;01;01;58
Guadeloupe;Guadeloupe;Liquidation judiciaire;2008;4;2008-12-31;01;01;30
Guadeloupe;Guadeloupe;Liquidation judiciaire;2009;1;2009-03-31;01;01;25
Guadeloupe;Guadeloupe;Liquidation judiciaire;2009;2;2009-06-30;01;01;70
Guadeloupe;Guadeloupe;Liquidation judiciaire;2009;3;2009-09-30;01;01;51
Guadeloupe;Guadeloupe;Liquidation judiciaire;2010;1;2010-03-31;01;01;56
Guadeloupe;Guadeloupe;Liquidation judiciaire;2012;2;2012-06-30;01;01;59
Guadeloupe;Guadeloupe;Liquidation judiciaire;2012;4;2012-12-31;01;01;58
Guadeloupe;Guadeloupe;Liquidation judiciaire;2014;3;2014-09-30;01;01;123
Guadeloupe;Guadeloupe;Liquidation judiciaire;2016;1;2016-03-31;01;01;62
Guadeloupe;Guadeloupe;Liquidation judiciaire;2016;2;2016-06-30;01;01;77
Guadeloupe;Guadeloupe;Liquidation judiciaire;2016;4;2016-12-31;01;01;93
Guadeloupe;Guadeloupe;Liquidation judiciaire;2017;1;2017-03-31;01;01;44
Guadeloupe;Guadeloupe;Liquidation judiciaire;2017;2;2017-06-30;01;01;41
Guadeloupe;Guadeloupe;Liquidation judiciaire;2019;2;2019-06-30;01;01;39
Guadeloupe;Guadeloupe;Liquidation judiciaire;2019;4;2019-12-31;01;01;43
Guadeloupe;Guadeloupe;Liquidation judiciaire;2020;1;2020-03-31;01;01;27
Guadeloupe;Guadeloupe;Liquidation judiciaire;2022;3;2022-09-30;01;01;31
Guadeloupe;Guadeloupe;Liquidation judiciaire;2023;1;2023-03-31;01;01;29
Guadeloupe;Guadeloupe;Liquidation judiciaire;2025;1;2025-03-31;01;01;69
Guadeloupe;Guadeloupe;Liquidation judiciaire;2025;2;2025-06-30;01;01;61
Guadeloupe;Guadeloupe;Liquidation judiciaire;2026;1;2026-03-31;01;01;87
Guadeloupe;Guadeloupe;Sauvegarde;2004;2;2004-06-30;01;01;
Guadeloupe;Guadeloupe;Sauvegarde;2004;3;2004-09-30;01;01;
Guadeloupe;Guadeloupe;Sauvegarde;2004;4;2004-12-31;01;01;
Guadeloupe;Guadeloupe;Sauvegarde;2005;1;2005-03-31;01;01;
Guadeloupe;Guadeloupe;Sauvegarde;2005;3;2005-09-30;01;01;
Guadeloupe;Guadeloupe;Sauvegarde;2005;4;2005-12-31;01;01;
Guadeloupe;Guadeloupe;Sauvegarde;2006;2;2006-06-30;01;01;
Guadeloupe;Guadeloupe;Sauvegarde;2006;3;2006-09-30;01;01;
Guadeloupe;Guadeloupe;Sauvegarde;2006;4;2006-12-31;01;01;1
Guadeloupe;Guadeloupe;Sauvegarde;2007;1;2007-03-31;01;01;1
Guadeloupe;Guadeloupe;Sauvegarde;2007;2;2007-06-30;01;01;1
Guadeloupe;Guadeloupe;Sauvegarde;2007;3;2007-09-30;01;01;
Guadeloupe;Guadeloupe;Sauvegarde;2008;1;2008-03-31;01;01;1
Guadeloupe;Guadeloupe;Sauvegarde;2008;3;2008-09-30;01;01;1
Guadeloupe;Guadeloupe;Sauvegarde;2008;4;2008-12-31;01;01;2
Guadeloupe;Guadeloupe;Sauvegarde;2009;3;2009-09-30;01;01;2
Guadeloupe;Guadeloupe;Sauvegarde;2010;3;2010-09-30;01;01;2
Guadeloupe;Guadeloupe;Sauvegarde;2010;4;2010-12-31;01;01;1
Guadeloupe;Guadeloupe;Sauvegarde;2011;1;2011-03-31;01;01;1
Guadeloupe;Guadeloupe;Sauvegarde;2011;3;2011-09-30;01;01;8
Guadeloupe;Guadeloupe;Sauvegarde;2013;2;2013-06-30;01;01;4
Guadeloupe;Guadeloupe;Sauvegarde;2014;1;2014-03-31;01;01;1
Guadeloupe;Guadeloupe;Sauvegarde;2015;2;2015-06-30;01;01;
Guadeloupe;Guadeloupe;Sauvegarde;2015;4;2015-12-31;01;01;1
Guadeloupe;Guadeloupe;Sauvegarde;2016;1;2016-03-31;01;01;
Guadeloupe;Guadeloupe;Sauvegarde;2016;4;2016-12-31;01;01;5
Guadeloupe;Guadeloupe;Sauvegarde;2017;1;2017-03-31;01;01;2
Guadeloupe;Guadeloupe;Sauvegarde;2017;4;2017-12-31;01;01;2
Guadeloupe;Guadeloupe;Sauvegarde;2018;4;2018-12-31;01;01;2
Guadeloupe;Guadeloupe;Sauvegarde;2019;2;2019-06-30;01;01;
Guadeloupe;Guadeloupe;Sauvegarde;2020;3;2020-09-30;01;01;1
Guadeloupe;Guadeloupe;Sauvegarde;2020;4;2020-12-31;01;01;
Guadeloupe;Guadeloupe;Sauvegarde;2021;3;2021-09-30;01;01;3
Guadeloupe;Guadeloupe;Sauvegarde;2022;1;2022-03-31;01;01;
Guadeloupe;Guadeloupe;Sauvegarde;2025;3;2025-09-30;01;01;2
Guadeloupe;Guadeloupe;Sauvegarde;2025;4;2025-12-31;01;01;2
Martinique;Martinique;Redressement judiciaire;2004;4;2004-12-31;02;02;24
Martinique;Martinique;Redressement judiciaire;2006;1;2006-03-31;02;02;44
Martinique;Martinique;Redressement judiciaire;2007;2;2007-06-30;02;02;34
Martinique;Martinique;Redressement judiciaire;2007;4;2007-12-31;02;02;53
Martinique;Martinique;Redressement judiciaire;2009;1;2009-03-31;02;02;62
Martinique;Martinique;Redressement judiciaire;2011;2;2011-06-30;02;02;39
Martinique;Martinique;Redressement judiciaire;2011;3;2011-09-30;02;02;43
Martinique;Martinique;Redressement judiciaire;2012;1;2012-03-31;02;02;59
Martinique;Martinique;Redressement judiciaire;2012;2;2012-06-30;02;02;59
Martinique;Martinique;Redressement judiciaire;2013;1;2013-03-31;02;02;79
Martinique;Martinique;Redressement judiciaire;2013;2;2013-06-30;02;02;35
Martinique;Martinique;Redressement judiciaire;2013;3;2013-09-30;02;02;38
Martinique;Martinique;Redressement judiciaire;2015;3;2015-09-30;02;02;40
Martinique;Martinique;Redressement judiciaire;2016;2;2016-06-30;02;02;25
Martinique;Martinique;Redressement judiciaire;2016;3;2016-09-30;02;02;16
Martinique;Martinique;Redressement judiciaire;2016;4;2016-12-31;02;02;39
Martinique;Martinique;Redressement judiciaire;2017;4;2017-12-31;02;02;66
Martinique;Martinique;Redressement judiciaire;2018;1;2018-03-31;02;02;44
Martinique;Martinique;Redressement judiciaire;2018;2;2018-06-30;02;02;38
Martinique;Martinique;Redressement judiciaire;2018;4;2018-12-31;02;02;42
Martinique;Martinique;Redressement judiciaire;2020;3;2020-09-30;02;02;3
Martinique;Martinique;Redressement judiciaire;2020;4;2020-12-31;02;02;15
Martinique;Martinique;Redressement judiciaire;2024;2;2024-06-30;02;02;36
Martinique;Martinique;Redressement judiciaire;2025;2;2025-06-30;02;02;41
Martinique;Martinique;Liquidation judiciaire;2004;3;2004-09-30;02;02;35
Martinique;Martinique;Liquidation judiciaire;2006;2;2006-06-30;02;02;76
Martinique;Martinique;Liquidation judiciaire;2006;3;2006-09-30;02;02;63
Martinique;Martinique;Liquidation judiciaire;2008;2;2008-06-30;02;02;108
Martinique;Martinique;Liquidation judiciaire;2008;3;2008-09-30;02;02;92
Martinique;Martinique;Liquidation judiciaire;2009;4;2009-12-31;02;02;70
Martinique;Martinique;Liquidation judiciaire;2010;2;2010-06-30;02;02;93
Martinique;Martinique;Liquidation judiciaire;2010;4;2010-12-31;02;02;111
Martinique;Martinique;Liquidation judiciaire;2011;4;2011-12-31;02;02;112
Martinique;Martinique;Liquidation judiciaire;2013;1;2013-03-31;02;02;158
Martinique;Martinique;Liquidation judiciaire;2014;3;2014-09-30;02;02;127
Martinique;Martinique;Liquidation judiciaire;2015;1;2015-03-31;02;02;114
Martinique;Martinique;Liquidation judiciaire;2015;3;2015-09-30;02;02;90
Martinique;Martinique;Liquidation judiciaire;2016;3;2016-09-30;02;02;98
Martinique;Martinique;Liquidation judiciaire;2016;4;2016-12-31;02;02;95
Martinique;Martinique;Liquidation judiciaire;2017;1;2017-03-31;02;02;80
Martinique;Martinique;Liquidation judiciaire;2017;4;2017-12-31;02;02;96
Martinique;Martinique;Liquidation judiciaire;2018;1;2018-03-31;02;02;90
Martinique;Martinique;Liquidation judiciaire;2018;2;2018-06-30;02;02;87
Martinique;Martinique;Liquidation judiciaire;2019;4;2019-12-31;02;02;92
Martinique;Martinique;Liquidation judiciaire;2020;4;2020-12-31;02;02;65
Martinique;Martinique;Liquidation judiciaire;2021;3;2021-09-30;02;02;40
Martinique;Martinique;Liquidation judiciaire;2021;4;2021-12-31;02;02;50
Martinique;Martinique;Liquidation judiciaire;2022;1;2022-03-31;02;02;46
Martinique;Martinique;Liquidation judiciaire;2022;3;2022-09-30;02;02;47
Martinique;Martinique;Liquidation judiciaire;2022;4;2022-12-31;02;02;43
Martinique;Martinique;Liquidation judiciaire;2023;3;2023-09-30;02;02;86
Martinique;Martinique;Liquidation judiciaire;2025;2;2025-06-30;02;02;91
Martinique;Martinique;Liquidation judiciaire;2025;3;2025-09-30;02;02;88
Martinique;Martinique;Liquidation judiciaire;2026;1;2026-03-31;02;02;132
Martinique;Martinique;Sauvegarde;2005;2;2005-06-30;02;02;
Martinique;Martinique;Sauvegarde;2005;3;2005-09-30;02;02;
Martinique;Martinique;Sauvegarde;2006;1;2006-03-31;02;02;
Martinique;Martinique;Sauvegarde;2006;2;2006-06-30;02;02;
Martinique;Martinique;Sauvegarde;2006;4;2006-12-31;02;02;1
Martinique;Martinique;Sauvegarde;2007;4;2007-12-31;02;02;
Martinique;Martinique;Sauvegarde;2008;2;2008-06-30;02;02;1
Martinique;Martinique;Sauvegarde;2008;3;2008-09-30;02;02;
Martinique;Martinique;Sauvegarde;2010;1;2010-03-31;02;02;5
Martinique;Martinique;Sauvegarde;2011;2;2011-06-30;02;02;1
Martinique;Martinique;Sauvegarde;2011;4;2011-12-31;02;02;7
Martinique;Martinique;Sauvegarde;2012;2;2012-06-30;02;02;3
Martinique;Martinique;Sauvegarde;2013;3;2013-09-30;02;02;1
Martinique;Martinique;Sauvegarde;2014;2;2014-06-30;02;02;1
Martinique;Martinique;Sauvegarde;2014;3;2014-09-30;02;02;1
Martinique;Martinique;Sauvegarde;2015;2;2015-06-30;02;02;
Martinique;Martinique;Sauvegarde;2015;3;2015-09-30;02;02;1
Martinique;Martinique;Sauvegarde;2016;3;2016-09-30;02;02;2
Martinique;Martinique;Sauvegarde;2017;3;2017-09-30;02;02;
Martinique;Martinique;Sauvegarde;2018;4;2018-12-31;02;02;
Martinique;Martinique;Sauvegarde;2020;2;2020-06-30;02;02;
Martinique;Martinique;Sauvegarde;2020;3;2020-09-30;02;02;
Martinique;Martinique;Sauvegarde;2021;1;2021-03-31;02;02;
Martinique;Martinique;Sauvegarde;2021;3;2021-09-30;02;02;1
Martinique;Martinique;Sauvegarde;2023;1;2023-03-31;02;02;1
Martinique;Martinique;Sauvegarde;2023;2;2023-06-30;02;02;
Martinique;Martinique;Sauvegarde;2023;3;2023-09-30;02;02;5
Martinique;Martinique;Sauvegarde;2024;2;2024-06-30;02;02;2
Martinique;Martinique;Sauvegarde;2025;1;2025-03-31;02;02;
Martinique;Martinique;Sauvegarde;2025;2;2025-06-30;02;02;2
Guyane;Guyane;Redressement judiciaire;2005;1;2005-03-31;03;03;12
Guyane;Guyane;Redressement judiciaire;2006;2;2006-06-30;03;03;33
Guyane;Guyane;Redressement judiciaire;2006;3;2006-09-30;03;03;13
Guyane;Guyane;Redressement judiciaire;2006;4;2006-12-31;03;03;18
Guyane;Guyane;Redressement judiciaire;2007;2;2007-06-30;03;03;18
Guyane;Guyane;Redressement judiciaire;2008;3;2008-09-30;03;03;7
Guyane;Guyane;Redressement judiciaire;2009;2;2009-06-30;03;03;6
Guyane;Guyane;Redressement judiciaire;2009;3;2009-09-30;03;03;7
Guyane;Guyane;Redressement judiciaire;2010;4;2010-12-31;03;03;10
Guyane;Guyane;Redressement judiciaire;2011;1;2011-03-31;03;03;10
Guyane;Guyane;Redressement judiciaire;2011;2;2011-06-30;03;03;9
Guyane;Guyane;Redressement judiciaire;2012;1;2012-03-31;03;03;17
Guyane;Guyane;Redressement judiciaire;2012;3;2012-09-30;03;03;4
Guyane;Guyane;Redressement judiciaire;2015;3;2015-09-30;03;03;7
Guyane;Guyane;Redressement judiciaire;2016;1;2016-03-31;03;03;9
Guyane;Guyane;Redressement judiciaire;2017;1;2017-03-31;03;03;8
Guyane;Guyane;Redressement judiciaire;2018;2;2018-06-30;03;03;9
Guyane;Guyane;Redressement judiciaire;2018;3;2018-09-30;03;03;6
Guyane;Guyane;Redressement judiciaire;2018;4;2018-12-31;03;03;16
Guyane;Guyane;Redressement judiciaire;2019;3;2019-09-30;03;03;6
Guyane;Guyane;Redressement judiciaire;2020;1;2020-03-31;03;03;5
Guyane;Guyane;Redressement judiciaire;2020;3;2020-09-30;03;03;
Guyane;Guyane;Redressement judiciaire;2021;3;2021-09-30;03;03;2
Guyane;Guyane;Redressement judiciaire;2021;4;2021-12-31;03;03;4
Guyane;Guyane;Redressement judiciaire;2022;3;2022-09-30;03;03;5
Guyane;Guyane;Redressement judiciaire;2023;3;2023-09-30;03;03;6
Guyane;Guyane;Redressement judiciaire;2023;4;2023-12-31;03;03;6
Guyane;Guyane;Redressement judiciaire;2024;2;2024-06-30;03;03;5
Guyane;Guyane;Redressement judiciaire;2025;2;2025-06-30;03;03;25
Guyane;Guyane;Redressement judiciaire;2025;3;2025-09-30;03;03;41
Guyane;Guyane;Liquidation judiciaire;2004;1;2004-03-31;03;03;7
Guyane;Guyane;Liquidation judiciaire;2005;2;2005-06-30;03;03;40
Guyane;Guyane;Liquidation judiciaire;2005;3;2005-09-30;03;03;10
Guyane;Guyane;Liquidation judiciaire;2006;3;2006-09-30;03;03;24
Guyane;Guyane;Liquidation judiciaire;2006;4;2006-12-31;03;03;35
Guyane;Guyane;Liquidation judiciaire;2007;4;2007-12-31;03;03;32
Guyane;Guyane;Liquidation judiciaire;2008;4;2008-12-31;03;03;27
Guyane;Guyane;Liquidation judiciaire;2010;2;2010-06-30;03;03;20
Guyane;Guyane;Liquidation judiciaire;2010;3;2010-09-30;03;03;9
Guyane;Guyane;Liquidation judiciaire;2010;4;2010-12-31;03;03;15
Guyane;Guyane;Liquidation judiciaire;2011;2;2011-06-30;03;03;19
Guyane;Guyane;Liquidation judiciaire;2012;1;2012-03-31;03;03;27
Guyane;Guyane;Liquidation judiciaire;2012;3;2012-09-30;03;03;13
Guyane;Guyane;Liquidation judiciaire;2013;4;2013-12-31;03;03;13
Guyane;Guyane;Liquidation judiciaire;2014;2;2014-06-30;03;03;14
Guyane;Guyane;Liquidation judiciaire;2014;3;2014-09-30;03;03;20
Guyane;Guyane;Liquidation judiciaire;2014;4;2014-12-31;03;03;29
Guyane;Guyane;Liquidation judiciaire;2015;1;2015-03-31;03;03;24
Guyane;Guyane;Liquidation judiciaire;2015;2;2015-06-30;03;03;18
Guyane;Guyane;Liquidation judiciaire;2016;1;2016-03-31;03;03;11
Guyane;Guyane;Liquidation judiciaire;2016;2;2016-06-30;03;03;24
Guyane;Guyane;Liquidation judiciaire;2017;1;2017-03-31;03;03;20
Guyane;Guyane;Liquidation judiciaire;2017;4;2017-12-31;03;03;11
Guyane;Guyane;Liquidation judiciaire;2018;4;2018-12-31;03;03;34
Guyane;Guyane;Liquidation judiciaire;2021;3;2021-09-30;03;03;6
Guyane;Guyane;Liquidation judiciaire;2022;2;2022-06-30;03;03;4
Guyane;Guyane;Liquidation judiciaire;2023;1;2023-03-31;03;03;12
Guyane;Guyane;Liquidation judiciaire;2023;2;2023-06-30;03;03;18
Guyane;Guyane;Liquidation judiciaire;2023;3;2023-09-30;03;03;11
Guyane;Guyane;Liquidation judiciaire;2024;3;2024-09-30;03;03;14
Guyane;Guyane;Liquidation judiciaire;2024;4;2024-12-31;03;03;18
Guyane;Guyane;Liquidation judiciaire;2025;2;2025-06-30;03;03;23
Guyane;Guyane;Sauvegarde;2004;2;2004-06-30;03;03;
Guyane;Guyane;Sauvegarde;2004;3;2004-09-30;03;03;
Guyane;Guyane;Sauvegarde;2005;3;2005-09-30;03;03;
Guyane;Guyane;Sauvegarde;2005;4;2005-12-31;03;03;
Guyane;Guyane;Sauvegarde;2006;4;2006-12-31;03;03;
Guyane;Guyane;Sauvegarde;2007;1;2007-03-31;03;03;
Guyane;Guyane;Sauvegarde;2008;1;2008-03-31;03;03;
Guyane;Guyane;Sauvegarde;2009;1;2009-03-31;03;03;
Guyane;Guyane;Sauvegarde;2009;3;2009-09-30;03;03;
Guyane;Guyane;Sauvegarde;2010;2;2010-06-30;03;03;1
Guyane;Guyane;Sauvegarde;2011;1;2011-03-31;03;03;
Guyane;Guyane;Sauvegarde;2011;2;2011-06-30;03;03;4
Guyane;Guyane;Sauvegarde;2012;3;2012-09-30;03;03;7
Guyane;Guyane;Sauvegarde;2012;4;2012-12-31;03;03;3
Guyane;Guyane;Sauvegarde;2013;2;2013-06-30;03;03;4
Guyane;Guyane;Sauvegarde;2013;3;2013-09-30;03;03;
Guyane;Guyane;Sauvegarde;2013;4;2013-12-31;03;03;1
Guyane;Guyane;Sauvegarde;2014;4;2014-12-31;03;03;1
Guyane;Guyane;Sauvegarde;2015;1;2015-03-31;03;03;5
Guyane;Guyane;Sauvegarde;2015;2;2015-06-30;03;03;1
Guyane;Guyane;Sauvegarde;2017;1;2017-03-31;03;03;3
Guyane;Guyane;Sauvegarde;2017;2;2017-06-30;03;03;1
Guyane;Guyane;Sauvegarde;2017;4;2017-12-31;03;03;1
Guyane;Guyane;Sauvegarde;2018;2;2018-06-30;03;03;
Guyane;Guyane;Sauvegarde;2018;4;2018-12-31;03;03;1
Guyane;Guyane;Sauvegarde;2019;2;2019-06-30;03;03;2
Guyane;Guyane;Sauvegarde;2019;3;2019-09-30;03;03;2
Guyane;Guyane;Sauvegarde;2020;1;2020-03-31;03;03;2
Guyane;Guyane;Sauvegarde;2020;3;2020-09-30;03;03;
Guyane;Guyane;Sauvegarde;2021;3;2021-09-30;03;03;1
Guyane;Guyane;Sauvegarde;2023;4;2023-12-31;03;03;3
Guyane;Guyane;Sauvegarde;2024;2;2024-06-30;03;03;3
Guyane;Guyane;Sauvegarde;2025;1;2025-03-31;03;03;2
Guyane;Guyane;Sauvegarde;2025;2;2025-06-30;03;03;
Guyane;Guyane;Sauvegarde;2026;1;2026-03-31;03;03;
La Réunion;La Réunion;Redressement judiciaire;2004;1;2004-03-31;04;04;45
La Réunion;La Réunion;Redressement judiciaire;2004;2;2004-06-30;04;04;56
La Réunion;La Réunion;Redressement judiciaire;2005;1;2005-03-31;04;04;42
La Réunion;La Réunion;Redressement judiciaire;2005;4;2005-12-31;04;04;66
La Réunion;La Réunion;Redressement judiciaire;2006;1;2006-03-31;04;04;39
La Réunion;La Réunion;Redressement judiciaire;2006;2;2006-06-30;04;04;31
La Réunion;La Réunion;Redressement judiciaire;2007;2;2007-06-30;04;04;60
La Réunion;La Réunion;Redressement judiciaire;2008;1;2008-03-31;04;04;61
La Réunion;La Réunion;Redressement judiciaire;2008;2;2008-06-30;04;04;107
La Réunion;La Réunion;Redressement judiciaire;2009;4;2009-12-31;04;04;52
La Réunion;La Réunion;Redressement judiciaire;2011;3;2011-09-30;04;04;56
La Réunion;La Réunion;Redressement judiciaire;2012;1;2012-03-31;04;04;46
La Réunion;La Réunion;Redressement judiciaire;2013;4;2013-12-31;04;04;57
La Réunion;La Réunion;Redressement judiciaire;2014;1;2014-03-31;04;04;43
La Réunion;La Réunion;Redressement judiciaire;2014;2;2014-06-30;04;04;54
La Réunion;La Réunion;Redressement judiciaire;2015;2;2015-06-30;04;04;47
La Réunion;La Réunion;Redressement judiciaire;2015;4;2015-12-31;04;04;53
La Réunion;La Réunion;Redressement judiciaire;2016;3;2016-09-30;04;04;40
La Réunion;La Réunion;Redressement judiciaire;2018;2;2018-06-30;04;04;48
La Réunion;La Réunion;Redressement judiciaire;2019;1;2019-03-31;04;04;53
La Réunion;La Réunion;Redressement judiciaire;2019;3;2019-09-30;04;04;59
La Réunion;La Réunion;Redressement judiciaire;2019;4;2019-12-31;04;04;76
La Réunion;La Réunion;Redressement judiciaire;2020;1;2020-03-31;04;04;20
La Réunion;La Réunion;Redressement judiciaire;2022;2;2022-06-30;04;04;40
La Réunion;La Réunion;Redressement judiciaire;2024;2;2024-06-30;04;04;153
La Réunion;La Réunion;Liquidation judiciaire;2004;2;2004-06-30;04;04;95
La Réunion;La Réunion;Liquidation judiciaire;2006;1;2006-03-31;04;04;106
La Réunion;La Réunion;Liquidation judiciaire;2006;4;2006-12-31;04;04;103
La Réunion;La Réunion;Liquidation judiciaire;2007;2;2007-06-30;04;04;108
La Réunion;La Réunion;Liquidation judiciaire;2007;3;2007-09-30;04;04;94
La Réunion;La Réunion;Liquidation judiciaire;2007;4;2007-12-31;04;04;202
La Réunion;La Réunion;Liquidation judiciaire;2009;2;2009-06-30;04;04;217
La Réunion;La Réunion;Liquidation judiciaire;2010;3;2010-09-30;04;04;124
La Réunion;La Réunion;Liquidation judiciaire;2010;4;2010-12-31;04;04;128
La Réunion;La Réunion;Liquidation judiciaire;2011;2;2011-06-30;04;04;110
La Réunion;La Réunion;Liquidation judiciaire;2011;4;2011-12-31;04;04;131
La Réunion;La Réunion;Liquidation judiciaire;2013;1;2013-03-31;04;04;127
La Réunion;La Réunion;Liquidation judiciaire;2013;3;2013-09-30;04;04;122
La Réunion;La Réunion;Liquidation judiciaire;2014;2;2014-06-30;04;04;123
La Réunion;La Réunion;Liquidation judiciaire;2015;1;2015-03-31;04;04;79
La Réunion;La Réunion;Liquidation judiciaire;2015;3;2015-09-30;04;04;101
La Réunion;La Réunion;Liquidation judiciaire;2016;1;2016-03-31;04;04;122
La Réunion;La Réunion;Liquidation judiciaire;2016;3;2016-09-30;04;04;108
La Réunion;La Réunion;Liquidation judiciaire;2016;4;2016-12-31;04;04;107
La Réunion;La Réunion;Liquidation judiciaire;2017;1;2017-03-31;04;04;115
La Réunion;La Réunion;Liquidation judiciaire;2018;1;2018-03-31;04;04;127
La Réunion;La Réunion;Liquidation judiciaire;2018;2;2018-06-30;04;04;152
La Réunion;La Réunion;Liquidation judiciaire;2019;2;2019-06-30;04;04;118
La Réunion;La Réunion;Liquidation judiciaire;2022;1;2022-03-31;04;04;95
La Réunion;La Réunion;Liquidation judiciaire;2023;3;2023-09-30;04;04;164
La Réunion;La Réunion;Liquidation judiciaire;2024;2;2024-06-30;04;04;196
La Réunion;La Réunion;Liquidation judiciaire;2024;4;2024-12-31;04;04;227
La Réunion;La Réunion;Liquidation judiciaire;2025;4;2025-12-31;04;04;234
La Réunion;La Réunion;Liquidation judiciaire;2026;1;2026-03-31;04;04;185
La Réunion;La Réunion;Sauvegarde;2004;1;2004-03-31;04;04;
La Réunion;La Réunion;Sauvegarde;2004;2;2004-06-30;04;04;
La Réunion;La Réunion;Sauvegarde;2004;4;2004-12-31;04;04;
La Réunion;La Réunion;Sauvegarde;2005;4;2005-12-31;04;04;
La Réunion;La Réunion;Sauvegarde;2006;2;2006-06-30;04;04;4
La Réunion;La Réunion;Sauvegarde;2006;3;2006-09-30;04;04;
La Réunion;La Réunion;Sauvegarde;2006;4;2006-12-31;04;04;2
La Réunion;La Réunion;Sauvegarde;2007;2;2007-06-30;04;04;
La Réunion;La Réunion;Sauvegarde;2008;3;2008-09-30;04;04;7
La Réunion;La Réunion;Sauvegarde;2010;4;2010-12-31;04;04;4
La Réunion;La Réunion;Sauvegarde;2012;2;2012-06-30;04;04;9
La Réunion;La Réunion;Sauvegarde;2012;3;2012-09-30;04;04;1
La Réunion;La Réunion;Sauvegarde;2012;4;2012-12-31;04;04;8
La Réunion;La Réunion;Sauvegarde;2013;2;2013-06-30;04;04;6
La Réunion;La Réunion;Sauvegarde;2013;3;2013-09-30;04;04;2
La Réunion;La Réunion;Sauvegarde;2014;3;2014-09-30;04;04;2
La Réunion;La Réunion;Sauvegarde;2016;2;2016-06-30;04;04;1
La Réunion;La Réunion;Sauvegarde;2016;3;2016-09-30;04;04;4
La Réunion;La Réunion;Sauvegarde;2016;4;2016-12-31;04;04;7
La Réunion;La Réunion;Sauvegarde;2017;3;2017-09-30;04;04;5
La Réunion;La Réunion;Sauvegarde;2018;1;2018-03-31;04;04;4
La Réunion;La Réunion;Sauvegarde;2018;2;2018-06-30;04;04;4
La Réunion;La Réunion;Sauvegarde;2018;3;2018-09-30;04;04;6
La Réunion;La Réunion;Sauvegarde;2019;2;2019-06-30;04;04;4
La Réunion;La Réunion;Sauvegarde;2019;4;2019-12-31;04;04;9
La Réunion;La Réunion;Sauvegarde;2021;1;2021-03-31;04;04;10
La Réunion;La Réunion;Sauvegarde;2022;4;2022-12-31;04;04;7
La Réunion;La Réunion;Sauvegarde;2023;2;2023-06-30;04;04;9
La Réunion;La Réunion;Sauvegarde;2023;3;2023-09-30;04;04;17
La Réunion;La Réunion;Sauvegarde;2023;4;2023-12-31;04;04;10
La Réunion;La Réunion;Sauvegarde;2024;2;2024-06-30;04;04;12
